       0.00000000E+00      -0.15785506E+03       0.15264600E+02      -0.97093428E+02       0.61647014E+01       0.22123598E+02       0.38121496E+01       0.17882766E+03       0.20274018E+01       0.43291684E+01       0.16103076E+01      -0.69241860E+03       0.12665400E+01      -0.17125613E+03       0.28264054E+01      -0.58898398E+02       0.11600354E+01      -0.24110270E+01       0.86584776E+00       0.15437886E+01       0.37941866E+00       0.14905824E+02       0.15254186E+01       0.16624997E+00       0.43609953E+00
       0.10000000E+00      -0.15785506E+03       0.15264600E+02      -0.97093428E+02       0.61647014E+01       0.22123598E+02       0.38121496E+01       0.17882766E+03       0.20274018E+01       0.43291684E+01       0.16103076E+01      -0.69241860E+03       0.12665400E+01      -0.17125613E+03       0.28264054E+01      -0.58898398E+02       0.11600354E+01      -0.24110270E+01       0.86584776E+00       0.15437886E+01       0.37941866E+00       0.14905824E+02       0.15254186E+01       0.16624997E+00       0.43609953E+00
       0.20000000E+00      -0.15367437E+03       0.15113796E+02      -0.96689346E+02       0.61259860E+01       0.21417617E+02       0.37865753E+01       0.17751646E+03       0.20060191E+01       0.43305471E+01       0.15567094E+01      -0.65039988E+03       0.12223273E+01      -0.17056325E+03       0.27885381E+01      -0.58709249E+02       0.11249193E+01      -0.22468980E+01       0.82856100E+00       0.15208312E+01       0.36444902E+00       0.14940754E+02       0.15157727E+01       0.14326535E+00       0.42714152E+00
       0.30000000E+00      -0.14685768E+03       0.14868439E+02      -0.96027281E+02       0.60634944E+01       0.20267216E+02       0.37456607E+01       0.17535034E+03       0.19712651E+01       0.43317415E+01       0.14715359E+01      -0.59000525E+03       0.11520470E+01      -0.16940691E+03       0.27295984E+01      -0.58391634E+02       0.10695838E+01      -0.19814505E+01       0.76986747E+00       0.14826242E+01       0.34077518E+00       0.14993588E+02       0.15004060E+01       0.10572231E+00       0.41286607E+00
       0.40000000E+00      -0.13762423E+03       0.14536700E+02      -0.95123425E+02       0.59799937E+01       0.18709983E+02       0.36915951E+01       0.17235956E+03       0.19243020E+01       0.43311663E+01       0.13605463E+01      -0.52112473E+03       0.10604211E+01      -0.16778548E+03       0.26550024E+01      -0.57942361E+02       0.99834137E+00      -0.16263937E+01       0.69450438E+00       0.14292778E+01       0.31015476E+00       0.15056669E+02       0.14802149E+01       0.54764569E-01       0.39416577E+00
       0.50000000E+00      -0.12626651E+03       0.14128599E+02      -0.93998698E+02       0.58788431E+01       0.16795183E+02       0.36268000E+01       0.16858559E+03       0.18664781E+01       0.43267372E+01       0.12309194E+01      -0.45185573E+03       0.95333951E+00      -0.16569795E+03       0.25708353E+01      -0.57357658E+02       0.91636994E+00      -0.11972625E+01       0.60829224E+00       0.13609999E+01       0.27476028E+00       0.15120089E+02       0.14561575E+01      -0.80152267E-02       0.37212817E+00
       0.60000000E+00      -0.11313675E+03       0.13654998E+02      -0.92677181E+02       0.57635879E+01       0.14580726E+02       0.35534998E+01       0.16407908E+03       0.17991491E+01       0.43159993E+01       0.10905181E+01      -0.38728609E+03       0.83725983E+00      -0.16314510E+03       0.24827521E+01      -0.56633788E+02       0.82904344E+00      -0.71261739E+00       0.51746823E+00       0.12781421E+01       0.23694161E+00       0.15172415E+02       0.14290397E+01      -0.80588329E-01       0.34790816E+00
       0.70000000E+00      -0.98630925E+02       0.13126740E+02      -0.91184349E+02       0.56375688E+01       0.12129751E+02       0.34734009E+01       0.15889895E+03       0.17235550E+01       0.42962798E+01       0.94712949E+00      -0.32984454E+03       0.71858769E+00      -0.16013075E+03       0.23950253E+01      -0.55767755E+02       0.74129786E+00      -0.19309485E+00       0.42800897E+00       0.11812535E+01       0.19898326E+00       0.15201548E+02       0.13993370E+01      -0.16051204E+00       0.32260517E+00
       0.80000000E+00      -0.83171092E+02       0.12554106E+02      -0.89545250E+02       0.55036047E+01       0.95070618E+01       0.33875521E+01       0.15311133E+03       0.16407816E+01       0.42648589E+01       0.80777507E+00      -0.28018079E+03       0.60311534E+00      -0.15666309E+03       0.23099346E+01      -0.54758027E+02       0.65713456E+00       0.33963940E+00       0.34503452E+00       0.10711339E+01       0.16288864E+00       0.15195622E+02       0.13670920E+01      -0.24496441E+00       0.29716383E+00
       0.90000000E+00      -0.67187054E+02       0.11946650E+02      -0.87782793E+02       0.53637914E+01       0.67757468E+01       0.32964019E+01       0.14678760E+03       0.15518109E+01       0.42191503E+01       0.67817328E+00      -0.23795056E+03       0.49558365E+00      -0.15275587E+03       0.22276099E+01      -0.53605212E+02       0.57932978E+00       0.86397597E+00       0.27236862E+00       0.94888283E+00       0.13021774E+00       0.15143897E+02       0.13319109E+01      -0.33079452E+00       0.27231105E+00
       0.10000000E+01      -0.51098316E+02       0.11313346E+02      -0.85916293E+02       0.52194335E+01       0.39942215E+01       0.32000115E+01       0.14000264E+03       0.14576349E+01       0.41568807E+01       0.56240577E+00      -0.20235805E+03       0.39941014E+00      -0.14842943E+03       0.21463340E+01      -0.52312634E+02       0.50937458E+00       0.13594271E+01       0.21230216E+00       0.81593875E+00       0.10199488E+00       0.15037567E+02       0.12930580E+01      -0.41459080E+00       0.24853444E+00
       0.11000000E+01      -0.35297281E+02       0.10662931E+02      -0.83960398E+02       0.50711067E+01       0.12139319E+01       0.30983437E+01       0.13283341E+03       0.13593916E+01       0.40762608E+01       0.46280744E+00      -0.17247723E+03       0.31659824E+00      -0.14371129E+03       0.20632125E+01      -0.50886739E+02       0.44762316E+00       0.18076140E+01       0.16557285E+00       0.67410311E+00       0.78691583E-01       0.14870438E+02       0.12496299E+01      -0.49276866E+00       0.22609888E+00
       0.12000000E+01      -0.20134540E+02       0.10004247E+02      -0.81924490E+02       0.49188253E+01      -0.15221272E+01       0.29915354E+01       0.12535729E+03       0.12584752E+01       0.39761371E+01       0.38006614E+00      -0.14741088E+03       0.24781560E+00      -0.13863644E+03       0.19750429E+01      -0.49337302E+02       0.39358969E+00       0.21931237E+01       0.13154088E+00       0.52554599E+00       0.60278062E-01       0.14639410E+02       0.12007700E+01      -0.56167757E+00       0.20509141E+00
       0.13000000E+01      -0.59069669E+01       0.93464393E+01      -0.79812611E+02       0.47622798E+01      -0.41799981E+01       0.28800746E+01       0.11765049E+03       0.11565877E+01       0.38561164E+01       0.31348985E+00      -0.12635701E+03       0.19260674E+00      -0.13324708E+03       0.18791779E+01      -0.47677388E+02       0.34631263E+00       0.25041903E+01       0.10851263E+00       0.37278982E+00       0.46327264E-01       0.14344745E+02       0.11458789E+01      -0.61772574E+00       0.18548056E+00
       0.14000000E+01       0.71508681E+01       0.86988820E+01      -0.77623927E+02       0.46011055E+01      -0.67344574E+01       0.27648436E+01       0.10978689E+03       0.10557140E+01       0.37166560E+01       0.26138041E+00      -0.10862983E+03       0.14969020E+00      -0.12759194E+03       0.17741981E+01      -0.45923079E+02       0.30470312E+00       0.27331681E+01       0.94147571E-01       0.21866998E+00       0.36149494E-01       0.13990081E+02       0.10847797E+01      -0.65751923E+00       0.16717609E+00
       0.15000000E+01       0.18871627E+02       0.80708270E+01      -0.75353667E+02       0.44351439E+01      -0.91679148E+01       0.26470317E+01       0.10183696E+03       0.95802918E+00       0.35591129E+01       0.22144624E+00      -0.93656621E+02       0.11728570E+00      -0.12172503E+03       0.16602596E+01      -0.44092951E+02       0.26781013E+00       0.28767729E+01       0.85878164E-01       0.66272181E-01       0.28933738E-01       0.13582206E+02       0.10178068E+01      -0.67801030E+00       0.15007744E+00
       0.16000000E+01       0.29156395E+02       0.74708418E+01      -0.72994480E+02       0.42646651E+01      -0.11468679E+02       0.25279586E+01       0.93866711E+02       0.86576317E+00       0.33857483E+01       0.19119118E+00      -0.80964429E+02       0.93420884E-01      -0.11570409E+03       0.15390710E+01      -0.42207338E+02       0.23496441E+00       0.29360844E+01       0.81279761E-01      -0.81151823E-01       0.23874186E-01       0.13130596E+02       0.94580549E+00      -0.67664859E+00       0.13410413E+00
       0.17000000E+01       0.37972243E+02       0.69061697E+01      -0.70538058E+02       0.40905272E+01      -0.13628820E+02       0.24088661E+01       0.85937163E+02       0.78105284E+00       0.31996858E+01       0.16823093E+00      -0.70165434E+02       0.76179549E-01      -0.10958857E+03       0.14135369E+01      -0.40287432E+02       0.20579658E+00       0.29163156E+01       0.78344232E-01      -0.22028698E+00       0.20266055E-01       0.12646755E+02       0.87005003E+00      -0.65152721E+00       0.11920697E+00
       0.18000000E+01       0.45346510E+02       0.63821718E+01      -0.67976897E+02       0.39142579E+01      -0.15641887E+02       0.22907374E+01       0.78103857E+02       0.70580858E+00       0.30048225E+01       0.15050849E+00      -0.60942544E+02       0.63869844E-01      -0.10343751E+03       0.12871815E+01      -0.38354261E+02       0.18015564E+00       0.28263658E+01       0.75633219E-01      -0.34787175E+00       0.17562339E-01       0.12143402E+02       0.79210043E+00      -0.60151539E+00       0.10536372E+00
       0.19000000E+01       0.51358291E+02       0.59019885E+01      -0.65306022E+02       0.37380479E+01      -0.17500762E+02       0.21741779E+01       0.70416543E+02       0.64160761E+00       0.28056969E+01       0.13640193E+00      -0.53036242E+02       0.55108355E-01      -0.97307232E+02       0.11635033E+01      -0.36427634E+02       0.15797384E+00       0.26781891E+01       0.72310467E-01      -0.46082337E+00       0.15391049E-01       0.11633561E+02       0.71363197E+00      -0.52636888E+00       0.92565979E-01
       0.20000000E+01       0.56127820E+02       0.54665026E+01      -0.62524520E+02       0.35646572E+01      -0.19195910E+02       0.20593731E+01       0.62919126E+02       0.58961167E+00       0.26073169E+01       0.12473662E+00      -0.46233933E+02       0.48831327E-01      -0.91249138E+02       0.10454145E+01      -0.34525100E+02       0.13912994E+00       0.24860176E+01       0.68072847E-01      -0.55636504E+00       0.13539260E-01       0.11129621E+02       0.63627033E+00      -0.42680992E+00       0.80804858E-01
       0.21000000E+01       0.59804457E+02       0.50746102E+01      -0.59636725E+02       0.33972385E+01      -0.20714250E+02       0.19461116E+01       0.55649736E+02       0.55049656E+00       0.24149566E+01       0.11472765E+00      -0.40361206E+02       0.44254444E-01      -0.85307725E+02       0.93487978E+00      -0.32661023E+02       0.12335476E+00       0.22654867E+01       0.63013442E-01      -0.63214836E+00       0.11914907E-01       0.10642429E+02       0.56146019E+00      -0.30456928E+00       0.70061503E-01
       0.22000000E+01       0.62554111E+02       0.47237371E+01      -0.56652947E+02       0.32390930E+01      -0.22038795E+02       0.18338560E+01       0.48640859E+02       0.52438076E+00       0.22339296E+01       0.10588410E+00      -0.35274472E+02       0.40806780E-01      -0.79518901E+02       0.83281298E+00      -0.30845824E+02       0.11020436E+00       0.20327142E+01       0.57455670E-01      -0.68636398E+00       0.10499067E-01       0.10180490E+02       0.49038362E+00      -0.16238483E+00       0.60305413E-01
       0.23000000E+01       0.64546871E+02       0.44104834E+01      -0.53589646E+02       0.30933790E+01      -0.23149160E+02       0.17218456E+01       0.41919589E+02       0.51074994E+00       0.20693494E+01       0.97906084E-01      -0.30855180E+02       0.38062768E-01      -0.73908788E+02       0.73921618E+00      -0.29085453E+02       0.99103074E-01       0.18033862E+01       0.51795050E-01      -0.71783408E+00       0.93005821E-02       0.97493257E+01       0.42393098E+00      -0.39528581E-02       0.51500120E-01
       0.24000000E+01       0.65945589E+02       0.41312624E+01      -0.50469035E+02       0.29627992E+01      -0.24022908E+02       0.16092278E+01       0.35507952E+02       0.50839062E+00       0.19258890E+01       0.90598163E-01      -0.27005222E+02       0.35689662E-01      -0.68493062E+02       0.65349125E+00      -0.27381141E+02       0.89437543E-01       0.15919004E+01       0.46376324E-01      -0.72608107E+00       0.83218570E-02       0.93510348E+01       0.36271489E+00       0.16616895E+00       0.43612779E-01
       0.25000000E+01       0.66896049E+02       0.38828097E+01      -0.47318113E+02       0.28492982E+01      -0.24637648E+02       0.14952232E+01       0.29423194E+02       0.51536123E+00       0.18075501E+01       0.83812708E-01      -0.23643063E+02       0.33419095E-01      -0.63276908E+02       0.57481679E+00      -0.25729453E+02       0.80668912E-01       0.14106134E+01       0.41421100E-01      -0.71136787E+00       0.75404165E-02       0.89841046E+01       0.30711033E+00       0.34270539E+00       0.36622824E-01
       0.26000000E+01       0.67519234E+02       0.36624784E+01      -0.44167197E+02       0.27537986E+01      -0.24973690E+02       0.13793352E+01       0.23678106E+02       0.52903661E+00       0.17174550E+01       0.77425811E-01      -0.20700660E+02       0.31042346E-01      -0.58255588E+02       0.50248105E+00      -0.24122653E+02       0.72427466E-01       0.12692314E+01       0.37007887E-01      -0.67470682E+00       0.69063975E-02       0.86434733E+01       0.25730164E+00       0.51985001E+00       0.30525086E-01
       0.27000000E+01       0.67906017E+02       0.34682850E+01      -0.41048066E+02       0.26760043E+01      -0.25017018E+02       0.12615986E+01       0.18281364E+02       0.54625577E+00       0.16576716E+01       0.71339117E-01      -0.18121029E+02       0.28421839E-01      -0.53415617E+02       0.43608612E+00      -0.22549359E+02       0.64561033E-01       0.11743729E+01       0.33095120E-01      -0.61783582E+00       0.63524998E-02       0.83208523E+01       0.21332115E+00       0.69148677E+00       0.25324780E-01
       0.28000000E+01       0.68114457E+02       0.32987261E+01      -0.37991861E+02       0.26142913E+01      -0.24762263E+02       0.11428447E+01       0.13237813E+02       0.56358344E+00       0.16290811E+01       0.65495487E-01      -0.15856163E+02       0.25507552E-01      -0.48736467E+02       0.37558511E+00      -0.20995469E+02       0.57123641E-01       0.11293230E+01       0.29570603E-01      -0.54316189E+00       0.58106872E-02       0.80052860E+01       0.17507128E+00       0.85143764E+00       0.21024586E-01
       0.29000000E+01       0.68169682E+02       0.31524299E+01      -0.35026912E+02       0.25657039E+01      -0.24215372E+02       0.10249342E+01       0.85487537E+01       0.57766713E+00       0.16312962E+01       0.59895020E-01      -0.13865344E+02       0.22346890E-01      -0.44192704E+02       0.32116580E+00      -0.19445286E+02       0.50308967E-01       0.11339858E+01       0.26308418E-01      -0.45367446E+00       0.52293679E-02       0.76839152E+01       0.14233101E+00       0.99372472E+00       0.17606996E-01
       0.30000000E+01       0.68066171E+02       0.30277343E+01      -0.32176690E+02       0.25260648E+01      -0.23395648E+02       0.91089468E+00       0.42122546E+01       0.58564133E+00       0.16626359E+01       0.54600428E-01      -0.12113828E+02       0.19079647E-01      -0.39756440E+02       0.27303849E+00      -0.17882789E+02       0.44349078E-01       0.11850310E+01       0.23216616E-01      -0.35283191E+00       0.45857668E-02       0.73428933E+01       0.11475466E+00       0.11128340E+01       0.15017114E-01
       0.31000000E+01       0.67772119E+02       0.29222997E+01      -0.29458039E+02       0.24902054E+01      -0.22336894E+02       0.80490418E+00       0.22344044E+00       0.58550912E+00       0.17201588E+01       0.49725958E-01      -0.10571717E+02       0.15914846E-01      -0.35399920E+02       0.23120978E+00      -0.16292964E+02       0.39408373E-01       0.12762189E+01       0.20264565E-01      -0.24442679E+00       0.38902724E-02       0.69683968E+01       0.91874669E-01       0.12039678E+01       0.13151642E-01
       0.32000000E+01       0.67235431E+02       0.28328581E+01      -0.26879887E+02       0.24523142E+01      -0.21087453E+02       0.71208377E+00      -0.34251925E+01       0.57642575E+00       0.17997555E+01       0.45410158E-01      -0.92130385E+01       0.13091895E-01      -0.31098120E+02       0.19532355E+00      -0.14663110E+02       0.35503310E-01       0.13988781E+01       0.17486025E-01      -0.13243579E+00       0.31820727E-02       0.65476621E+01       0.73119148E-01       0.12632716E+01       0.11858594E-01
       0.33000000E+01       0.66390807E+02       0.27551781E+01      -0.24442523E+02       0.24063934E+01      -0.19709016E+02       0.63810385E+00      -0.67433967E+01       0.55882170E+00       0.18962969E+01       0.41778201E-01      -0.80150620E+01       0.10833249E-01      -0.26831155E+02       0.16462570E+00      -0.12984042E+02       0.32470561E-01       0.15425040E+01       0.14960903E-01      -0.20861905E-01       0.25177425E-02       0.60699816E+01       0.57850330E-01       0.12880247E+01       0.10949640E-01
       0.34000000E+01       0.65167365E+02       0.26842951E+01      -0.22137565E+02       0.23468002E+01      -0.18274187E+02       0.58865057E+00      -0.97427660E+01       0.53433276E+00       0.20038323E+01       0.38902939E-01      -0.69577289E+01       0.92983986E-02      -0.22586369E+02       0.13806961E+00      -0.11251107E+02       0.29992204E-01       0.16954378E+01       0.12783684E-01       0.86423854E-01       0.19560852E-02       0.55275901E+01       0.45422281E-01       0.12767820E+01       0.10223699E-01
       0.35000000E+01       0.63496208E+02       0.26150017E+01      -0.19948628E+02       0.22688321E+01      -0.16862884E+02       0.56883166E+00      -0.12436279E+02       0.50554268E+00       0.21158291E+01       0.36774565E-01      -0.60232028E+01       0.85490887E-02      -0.18359954E+02       0.11453544E+00      -0.94649441E+01       0.27670535E-01       0.18455846E+01       0.11028950E-01       0.18583349E+00       0.15431757E-02       0.49163852E+01       0.35249102E-01       0.12294602E+01       0.94972035E-02
