     0  3003  3717  2997.28920143  3957.57457513     1.31304950    -0.71836850    -0.19077786    -0.02111031    -0.15213746    -0.05274411     0.03818241    -0.00298297     0.95038079    -0.32392986    -0.05939468    -0.02387808     1.19613616     0.07545449     1.35473545     0.05784667     1.79352488    -0.47504116    -0.07391203    -1.64436516    -0.33262344    -0.22945708    -0.02140123     0.40821749     0.06725153     0.02237340    -0.20284762    -0.20418276    -0.01918031    -1.01484880    -0.17088142    -0.23607873    -0.01882201    -0.48384594    -0.02803913    -0.00414759     0.29466313     0.19428354     0.04806034     0.01333910     3.45507794    -0.22580425    -0.01421141     0.11350103     0.09267627     0.53601375
     1  3003  3717  3035.59292273  3969.83456437     1.28428900    -0.71285695    -0.19242595    -0.02079798    -0.21926429    -0.03457680     0.03199884    -0.00298486     0.94921816    -0.32336961    -0.05975136    -0.02368535     1.17539047     0.07629412     1.36053152     0.05735967     1.71545081    -0.46361073    -0.07433321    -1.64019974    -0.34524816    -0.22409591    -0.02413797     0.39492220     0.07597564     0.01954423    -0.22159729    -0.20053025    -0.01907011    -1.01604524    -0.17633413    -0.23222119    -0.02031797    -0.48406679    -0.02810221    -0.00424296     0.27162289     0.19695067     0.04723801     0.01338108     3.29612557    -0.21587114    -0.01428824     0.12607842     0.08995938     0.53145546
     2  3003  3717  3019.35195796  3980.43167152     1.36239805    -0.73045114    -0.18642789    -0.02142717    -0.10332335    -0.05495520     0.03200319    -0.00048725     0.92859463    -0.31537382    -0.06270324    -0.02318123     1.21754243     0.07598500     1.35988104     0.05703675     1.79575090    -0.49805092    -0.07146605    -1.62296470    -0.32440167    -0.23319315    -0.02124754     0.39481420     0.07724136     0.02120367    -0.20372537    -0.20351757    -0.01932528    -0.99022867    -0.18178059    -0.23204253    -0.01937515    -0.48248843    -0.02857346    -0.00411740     0.31544897     0.18935578     0.04945320     0.01297020     3.49931566    -0.22659667    -0.01451678     0.13771709     0.08070485     0.51079944
     3  3003  3717  3011.23531142  3988.14330078     1.31449686    -0.71852673    -0.19103394    -0.02092581    -0.14052760    -0.06095121     0.04229587    -0.00235131     0.91239798    -0.30934454    -0.06488114    -0.02269162     1.20531967     0.07371434     1.35401054     0.05813128     1.79370478    -0.46744489    -0.07276484    -1.65098079    -0.33456230    -0.22967812    -0.02214651     0.38687516     0.07313789     0.02126001    -0.19884800    -0.20596818    -0.01892522    -1.00847379    -0.17430827    -0.23673097    -0.01800100    -0.48394196    -0.02787100    -0.00434489     0.30884026     0.18723473     0.05112088     0.01275488     3.43837389    -0.22702596    -0.01344578     0.12457825     0.08641371     0.56091520
     4  3003  3717  3019.47457230  3976.48748824     1.31999576    -0.72071261    -0.18946269    -0.02136868    -0.13617179    -0.05039981     0.03519951    -0.00323807     0.94302159    -0.31679898    -0.06250204    -0.02328840     1.22015894     0.07379095     1.35777134     0.05754176     1.75184532    -0.46763954    -0.07526945    -1.63960849    -0.34652421    -0.22351754    -0.02370842     0.41216535     0.06299631     0.02278395    -0.18754907    -0.20669842    -0.01925475    -0.98312220    -0.18745924    -0.23145726    -0.01998482    -0.48177550    -0.02847455    -0.00422184     0.30992185     0.19056232     0.04959241     0.01298356     3.52414898    -0.22846977    -0.01409785     0.12275458     0.09153076     0.54414894
     5  3003  3717  3010.36311207  3982.90681168     1.31257342    -0.71935640    -0.18983568    -0.02129236    -0.10810495    -0.05596232     0.03414107    -0.00129397     0.93693969    -0.31937922    -0.06202370    -0.02301209     1.21197990     0.07905198     1.35488804     0.05795088     1.69079096    -0.47945817    -0.07510235    -1.61351386    -0.35926808    -0.21678677    -0.02536286     0.42449918     0.05960549     0.02338549    -0.20142210    -0.20383466    -0.01913795    -0.99055077    -0.18886343    -0.22973023    -0.02053595    -0.48295694    -0.02814451    -0.00409029     0.29421461     0.19415161     0.04885365     0.01286441     3.39846643    -0.22091961    -0.01453529     0.13551534     0.08373354     0.53931723
     6  3003  3717  3015.42785919  3990.65212390     1.27831867    -0.70901447    -0.19441227    -0.02084903    -0.15534551    -0.05930119     0.04406884    -0.00361407     0.95664235    -0.32666817    -0.05709628    -0.02513375     1.18049564     0.07604841     1.36037721     0.05815996     1.75199145    -0.49376274    -0.07366338    -1.61572383    -0.33671333    -0.22699703    -0.01907853     0.39204899     0.07852825     0.01675196    -0.20469959    -0.20443191    -0.01898264    -1.03252278    -0.16531519    -0.24144754    -0.01583820    -0.48568426    -0.02701226    -0.00462262     0.27342714     0.19708281     0.04646186     0.01412035     3.41413464    -0.22815646    -0.01433049     0.13893332     0.08632291     0.49893546
     7  3003  3717  3013.97836553  3982.79955455     1.30156618    -0.71599515    -0.19141561    -0.02108633    -0.22567686    -0.03896712     0.03652029    -0.00367936     0.98262118    -0.33722251    -0.05503354    -0.02442717     1.19117988     0.07388698     1.36717451     0.05678223     1.80219899    -0.48202870    -0.07479325    -1.63440679    -0.32962974    -0.23320297    -0.01938733     0.37063394     0.08703685     0.01560049    -0.20646066    -0.20234637    -0.01926382    -1.03395915    -0.16063170    -0.23947522    -0.01882708    -0.48414563    -0.02839741    -0.00395638     0.26545550     0.20028898     0.04638097     0.01333918     3.40887908    -0.22156440    -0.01470034     0.09690593     0.09641556     0.52809624
     8  3003  3717  3013.29610491  3984.53458849     1.32189473    -0.72088717    -0.18958145    -0.02131487    -0.20467005    -0.04454625     0.03679604    -0.00238861     0.97939086    -0.33771229    -0.05319636    -0.02541146     1.18142096     0.07466767     1.35873739     0.05784743     1.77338723    -0.47712729    -0.07355551    -1.63769915    -0.33443648    -0.22732584    -0.02239732     0.38426214     0.07805786     0.02069654    -0.20920642    -0.20328090    -0.01915987    -1.06569514    -0.14585225    -0.24084764    -0.01876188    -0.48527420    -0.02782524    -0.00413316     0.26482166     0.20198641     0.04493388     0.01414089     3.44940314    -0.22602417    -0.01413582     0.09887315     0.09453278     0.53670183
     9  3003  3717  3016.49339896  3983.34776424     1.34452446    -0.72559363    -0.18865399    -0.02105858    -0.23979390    -0.02860662     0.03059163    -0.00401271     0.94685240    -0.32450689    -0.05887104    -0.02435827     1.17951366     0.07773028     1.35671611     0.05737306     1.85075776    -0.47713336    -0.07304475    -1.65375061    -0.32404232    -0.23232388    -0.02064485     0.40718599     0.06313708     0.02184402    -0.19486232    -0.20562738    -0.01908846    -1.04708630    -0.15702767    -0.23886954    -0.01893632    -0.48434279    -0.02801711    -0.00420962     0.29602427     0.19430104     0.04745132     0.01357211     3.41697283    -0.22461867    -0.01457642     0.11095651     0.09558930     0.52540899
    10  3003  3717  3013.28882558  3988.15964222     1.31472997    -0.71811742    -0.19123524    -0.02099267    -0.17385530    -0.04183149     0.03230505    -0.00295745     0.93580052    -0.32068890    -0.06158053    -0.02295502     1.21128038     0.07687558     1.35294056     0.05804911     1.82791198    -0.46035363    -0.07397189    -1.66335860    -0.33341915    -0.22888017    -0.02316427     0.39354843     0.06815861     0.02396323    -0.19488184    -0.20674002    -0.01892831    -1.00325881    -0.16750996    -0.23612259    -0.02045831    -0.48207675    -0.02770835    -0.00429647     0.31940251     0.19164083     0.04938633     0.01302406     3.49036421    -0.22565817    -0.01327202     0.11693945     0.09163890     0.55556883
    11  3003  3717  3027.21303546  3984.40464298     1.33424766    -0.72164497    -0.19062313    -0.02092332    -0.13621847    -0.06089744     0.04425556    -0.00444205     0.95534908    -0.32049265    -0.05837084    -0.02506635     1.19438264     0.07427806     1.35400603     0.05827650     1.82569668    -0.46668126    -0.07316862    -1.65858269    -0.33256747    -0.23062797    -0.02053734     0.41210906     0.06278525     0.02405913    -0.17173179    -0.21037794    -0.01902603    -0.98280203    -0.18714356    -0.23189183    -0.01897587    -0.48280417    -0.02801888    -0.00425654     0.31205852     0.19314852     0.04720630     0.01393378     3.58764015    -0.22934493    -0.01507953     0.11285151     0.09988559     0.55668517
    12  3003  3717  3016.98680145  3981.22363534     1.34318999    -0.72499808    -0.18869217    -0.02125617    -0.18514860    -0.05819790     0.04857852    -0.00551143     0.94682733    -0.32180358    -0.05898497    -0.02459833     1.19951502     0.07164639     1.35557043     0.05828682     1.79811112    -0.46599916    -0.07365549    -1.65382569    -0.33099406    -0.23291298    -0.02003412     0.38759913     0.07526321     0.01908959    -0.18187479    -0.20768359    -0.01930962    -1.01039701    -0.17369897    -0.23345970    -0.01942780    -0.48221545    -0.02708573    -0.00467229     0.32353474     0.19030584     0.04893219     0.01357404     3.56146480    -0.23114210    -0.01428342     0.11509564     0.09664281     0.55233746
    13  3003  3717  3022.25409936  3984.91768018     1.34300575    -0.72329470    -0.19020034    -0.02097220    -0.24125115    -0.02504100     0.02563071    -0.00198615     0.91753541    -0.31114647    -0.06454047    -0.02236927     1.19661742     0.07667152     1.35288022     0.05809572     1.86583150    -0.46075144    -0.07424678    -1.67314656    -0.32387861    -0.23319501    -0.02284851     0.42059507     0.05518125     0.02677075    -0.19562475    -0.20674437    -0.01888819    -1.06225280    -0.13727320    -0.24815866    -0.01751515    -0.48352523    -0.02866746    -0.00394243     0.30416594     0.18921898     0.05044581     0.01259725     3.50173095    -0.22513218    -0.01400335     0.09964123     0.09559802     0.57597139
    14  3003  3717  3021.75525386  3978.71393740     1.26694540    -0.70725261    -0.19455937    -0.02086468    -0.13700874    -0.04139504     0.02582223    -0.00084303     0.97991388    -0.33369648    -0.05545459    -0.02501778     1.20313058     0.07719318     1.36310851     0.05771296     1.76328136    -0.49306122    -0.07243987    -1.61674472    -0.34327509    -0.22368693    -0.02230702     0.41084811     0.06669949     0.02321927    -0.19713739    -0.20551066    -0.01906606    -0.96511092    -0.20113536    -0.22889125    -0.01943149    -0.48520041    -0.02738035    -0.00450945     0.26444836     0.19920665     0.04593052     0.01413490     3.39619754    -0.22839743    -0.01347949     0.15301088     0.07852621     0.51633710
    15  3003  3717  3028.48091135  3995.51194759     1.26129891    -0.70510294    -0.19586367    -0.02057290     0.00255588    -0.07903783     0.04135421    -0.00243378     0.97540428    -0.33073534    -0.05673821    -0.02459549     1.22175393     0.07651562     1.35335411     0.05871019     1.64342734    -0.48501762    -0.07121017    -1.60126396    -0.36083268    -0.22098497    -0.02067393     0.39832734     0.07505928     0.01863092    -0.20366727    -0.20385789    -0.01906567    -0.97676912    -0.19235362    -0.23018899    -0.01829987    -0.48344466    -0.02778041    -0.00442171     0.28159631     0.19832657     0.04664124     0.01389622     3.49846628    -0.22956430    -0.01387486     0.12522851     0.08722507     0.53552322
    16  3003  3717  3018.11104354  3987.17235677     1.31160680    -0.71814975    -0.19049807    -0.02134100    -0.11708431    -0.05136403     0.03331134    -0.00269980     0.92621959    -0.31600533    -0.06243795    -0.02376501     1.20452334     0.07666148     1.34899569     0.05794664     1.80803808    -0.47170833    -0.07463846    -1.65085164    -0.32843661    -0.22974772    -0.02302481     0.40082839     0.06929681     0.02395708    -0.20357246    -0.20405068    -0.01938911    -0.99945252    -0.17750363    -0.23056341    -0.02151557    -0.48496916    -0.02687367    -0.00482423     0.30856738     0.19147203     0.04846834     0.01356675     3.37737847    -0.22552720    -0.01396600     0.11192902     0.09342182     0.54879386
    17  3003  3717  3010.37442589  3976.21450632     1.32015256    -0.72103570    -0.18929856    -0.02133941    -0.12074879    -0.05341128     0.03453854    -0.00211643     0.94309500    -0.32251226    -0.05858941    -0.02467579     1.19322742     0.07759665     1.34657127     0.05827915     1.88360290    -0.47659853    -0.07436607    -1.66053957    -0.31848178    -0.23618362    -0.01937250     0.42480158     0.06021577     0.02383737    -0.20682094    -0.20209786    -0.01950476    -1.00103350    -0.17418335    -0.23693930    -0.01872115    -0.48456365    -0.02718949    -0.00456334     0.30322059     0.19502785     0.04657523     0.01398215     3.47699836    -0.22794910    -0.01448980     0.14525923     0.08537948     0.54918218
    18  3003  3717  3010.49575046  3993.24146328     1.31268140    -0.72016087    -0.18898266    -0.02153179    -0.10028563    -0.05726129     0.03427004    -0.00122231     0.95103914    -0.32191084    -0.06118770    -0.02359730     1.22880528     0.07687576     1.34779829     0.05760358     1.74733543    -0.50628162    -0.07141908    -1.60763654    -0.32901479    -0.22987952    -0.01973614     0.41272192     0.07020602     0.02198410    -0.21476498    -0.20124265    -0.01954382    -0.99879385    -0.17698773    -0.23444447    -0.01698491    -0.48352844    -0.02789888    -0.00421509     0.31187995     0.19113620     0.04930485     0.01306054     3.45141769    -0.22843734    -0.01437447     0.12441599     0.08362324     0.49073056
    19  3003  3717  3017.24370734  3980.38374196     1.29183007    -0.71312868    -0.19269809    -0.02092705    -0.17144689    -0.03862643     0.02730654    -0.00089014     0.93328393    -0.31845701    -0.06140799    -0.02362301     1.20415638     0.07686787     1.34205107     0.05838447     1.75860557    -0.48216731    -0.07438296    -1.63594195    -0.32564428    -0.23263658    -0.02000650     0.42374665     0.06374724     0.02216797    -0.19018096    -0.20684834    -0.01903780    -1.03568170    -0.16379082    -0.23812591    -0.01728000    -0.48337823    -0.02729427    -0.00438166     0.31650488     0.19255839     0.04819819     0.01342770     3.43733130    -0.22527208    -0.01400692     0.15080258     0.07801876     0.51834229
    20  3003  3717  3025.89375607  3967.54686408     1.25737662    -0.70646148    -0.19457064    -0.02061673    -0.15382935    -0.05348492     0.03989576    -0.00368827     0.94831146    -0.32449382    -0.05939063    -0.02328341     1.18052956     0.07562982     1.35522970     0.05721179     1.83559208    -0.48365574    -0.07267324    -1.64383722    -0.32693636    -0.23253176    -0.02034451     0.41914075     0.06040423     0.02471735    -0.19835927    -0.20434982    -0.01906021    -1.02138511    -0.17242325    -0.23769886    -0.01763975    -0.48383059    -0.02871761    -0.00390603     0.29036088     0.19402651     0.04841487     0.01291173     3.41653096    -0.22262408    -0.01374118     0.12064752     0.09255980     0.52438095
