     0  3002  3715  3101.26177700  4059.28847447     1.86822619    -0.87400603    -0.04753857    -0.45131969     0.03566103    -0.00462881     2.31761566     0.40286393    -0.09553734     1.08053682     1.28130869     0.00124081     1.15890173    -0.06610907    -2.52978827    -0.09482190     2.09096402    -0.49322151    -0.03529122    -0.84056114    -0.14570101    -0.95444821    -0.23074490    -0.03743724     0.85374748     0.03914411     4.00430931    -0.11384925     1.76110044     0.72183127    -0.00193809    -0.00372117     0.00441044
     1  3002  3715  3145.07156793  4055.61264831     1.84645042    -0.87285154    -0.04566815    -0.51627175     0.04948226    -0.00851807     2.32250422     0.39914781    -0.09322939     1.05771378     1.29352113     0.00021052     1.18759431    -0.06167337    -2.53257600    -0.09754971     2.07199155    -0.51265840    -0.02909800    -0.84808051    -0.14609047    -0.94741650    -0.23613983    -0.03631346     0.81948783     0.04001942     3.81173207    -0.10214363     1.88540113     0.72982602    -0.00123981    -0.00413314     0.00444730
     2  3002  3715  3113.82318952  4069.50457316     1.89878672    -0.87938439    -0.04604651    -0.43818324     0.03287597    -0.00413893     2.31903854     0.39936311    -0.09538835     1.07788309     1.29366835    -0.00158685     1.17131702    -0.06476819    -2.53267351    -0.09734527     2.09393765    -0.49395751    -0.03492251    -0.83562510    -0.14604808    -0.95321465    -0.22882941    -0.03886154     0.85952231     0.03825236     4.06633393    -0.11572941     1.93281815     0.73145166    -0.00238840    -0.00348860     0.00444621
     3  3002  3715  3119.88864987  4070.74473767     1.88997176    -0.87841656    -0.04420790    -0.41361372     0.01961636     0.00388963     2.32089490     0.39130579    -0.08867601     1.08879834     1.27657469     0.00526024     1.19565567    -0.06170242    -2.50993114    -0.10156675     1.97924710    -0.49850521    -0.03237401    -0.82491497    -0.14829085    -0.94982680    -0.23554811    -0.03424407     0.84201143     0.03960825     4.01921322    -0.10534865     1.85075643     0.76939355     0.00011786    -0.00484785     0.00430526
     4  3002  3715  3119.03760456  4067.36268569     1.87122587    -0.87470371    -0.04694106    -0.42534271     0.03582256    -0.00720570     2.31690010     0.40796832    -0.09332451     1.09746600     1.28586129     0.00146763     1.16159705    -0.06618569    -2.52469490    -0.09768569     2.07720109    -0.48067770    -0.03754641    -0.82978989    -0.14815662    -0.95521106    -0.22648932    -0.03776254     0.86865788     0.03830701     4.11993228    -0.11352287     1.85211030     0.72681741    -0.00199001    -0.00375237     0.00433078
     5  3002  3715  3109.15391950  4069.61552717     1.85164506    -0.87190631    -0.04837048    -0.34381652     0.01323286     0.00280819     2.31938104     0.40190083    -0.09735169     1.08885224     1.27978176     0.00099877     1.14286617    -0.06815763    -2.53420116    -0.09783143     2.13965829    -0.49518232    -0.03466666    -0.83371975    -0.14994540    -0.95194654    -0.22975921    -0.03887244     0.85220746     0.03979840     3.99248347    -0.11423705     1.65726819     0.72711759    -0.00312001    -0.00309918     0.00452946
     6  3002  3715  3119.78088973  4066.81437616     1.83091450    -0.86710084    -0.04981194    -0.48504033     0.04347475    -0.00679033     2.32157029     0.40168460    -0.09506631     1.06922742     1.28759813     0.00104332     1.17998813    -0.06496654    -2.53682525    -0.09106060     2.09117805    -0.49938102    -0.03374618    -0.83913565    -0.14721301    -0.94881992    -0.23619365    -0.03624690     0.83572722     0.03944387     3.97431633    -0.11644636     1.83072287     0.71797618    -0.00162482    -0.00387844     0.00436059
     7  3002  3715  3107.82426233  4068.54827128     1.84536757    -0.87041124    -0.04898434    -0.52097698     0.05165936    -0.00976364     2.31931551     0.40481018    -0.09833496     1.07557190     1.31147126    -0.00508064     1.16976169    -0.07184520    -2.51951773    -0.09486949     2.06207141    -0.49069311    -0.03588537    -0.82355756    -0.15360047    -0.95198928    -0.23014069    -0.03975424     0.84179886     0.03945654     3.93914324    -0.11282832     1.74781067     0.72183580    -0.00240004    -0.00342670     0.00452425
     8  3002  3715  3118.29744656  4095.24060044     1.89820422    -0.87941826    -0.04414130    -0.53191816     0.05167910    -0.00967430     2.31791979     0.40230727    -0.09629063     1.07036554     1.27437287     0.00442758     1.21179516    -0.05718720    -2.54646301    -0.09124430     2.07736826    -0.50087036    -0.03164819    -0.87080634    -0.13349417    -0.95408479    -0.23353851    -0.03456748     0.85125890     0.04027324     3.95192567    -0.11351976     1.93774879     0.75356339    -0.00073992    -0.00439952     0.00448949
     9  3002  3715  3118.22246870  4081.71364301     1.93778918    -0.88856461    -0.03787305    -0.56709540     0.06305919    -0.01568494     2.31620630     0.39739349    -0.09415289     1.07454355     1.27884305     0.00539783     1.19739437    -0.05632714    -2.55512944    -0.09643839     2.14808484    -0.50431094    -0.02670809    -0.86263823    -0.13647785    -0.95643615    -0.23321732    -0.03389839     0.84821430     0.04040034     3.96594649    -0.11082967     1.74923450     0.73871167     0.00020951    -0.00498199     0.00475790
    10  3002  3715  3111.68867277  4086.13342659     1.87636939    -0.87459332    -0.04786253    -0.44057421     0.03503687    -0.00530891     2.31076379     0.39749748    -0.09364857     1.10864024     1.26655633     0.00432814     1.18119952    -0.06495135    -2.50663408    -0.09705036     1.96840697    -0.49229695    -0.03591692    -0.80672572    -0.15047713    -0.96388140    -0.22601572    -0.03622296     0.87963879     0.03879010     4.07917132    -0.11140022     1.71449970     0.73459005    -0.00191041    -0.00376601     0.00425538
    11  3002  3715  3123.67623096  4077.49770409     1.87179530    -0.87417108    -0.04787933    -0.45032579     0.03552655    -0.00469755     2.31859811     0.41093831    -0.09416254     1.08074308     1.28352427     0.00146725     1.17656248    -0.06588023    -2.52032332    -0.09986719     2.04769837    -0.47476362    -0.03925003    -0.83182461    -0.14981804    -0.95287537    -0.22791634    -0.03809420     0.86805402     0.03795897     4.12809597    -0.11834118     2.05185479     0.73760665    -0.00191118    -0.00372555     0.00437113
    12  3002  3715  3114.43234208  4076.41411090     1.92596025    -0.88447019    -0.04288396    -0.52159249     0.04896878    -0.00908748     2.31357173     0.39527137    -0.09031116     1.09326283     1.26935386     0.00615660     1.15964193    -0.06366084    -2.51274626    -0.10052008     2.02232122    -0.48279764    -0.03565684    -0.84889608    -0.13887178    -0.96031241    -0.22779135    -0.03445176     0.88285535     0.03728986     4.14237521    -0.11566284     1.92373609     0.74270724    -0.00167297    -0.00398759     0.00432070
