       0.00000000E+00      -0.15778820E+03       0.15260098E+02      -0.97060477E+02       0.61615471E+01       0.22136142E+02       0.38069936E+01       0.17651409E+03       0.20260082E+01      -0.26852082E+01       0.23567472E+00       0.23079235E+03       0.16968672E+00      -0.17125613E+03       0.28264054E+01      -0.58898398E+02       0.11600354E+01       0.11576077E+02       0.13545619E+01       0.52554421E+02       0.28913378E+01       0.19503130E+01       0.53789499E+00       0.67563043E+01       0.63902333E+00      -0.11236975E+01       0.30627950E+00       0.12044195E+02       0.33070240E+00       0.34005630E+00       0.60673894E-01      -0.96277047E+00       0.82165907E-01       0.48220540E+01       0.34633910E+01      -0.29811649E+02       0.61016746E+01      -0.30875772E+01       0.15176746E+01      -0.33249994E+00       0.17443981E+01       0.71082661E+00       0.13001018E+00      -0.21037018E-01       0.13001018E+00       0.50216885E+01       0.86218210E-27       0.00000000E+00       0.00000000E+00
       0.10000000E+00      -0.15778820E+03       0.15260098E+02      -0.97060477E+02       0.61615471E+01       0.22136142E+02       0.38069936E+01       0.17651409E+03       0.20260082E+01      -0.26852082E+01       0.23567472E+00       0.23079235E+03       0.16968672E+00      -0.17125613E+03       0.28264054E+01      -0.58898398E+02       0.11600354E+01       0.11576077E+02       0.13545619E+01       0.52554421E+02       0.28913378E+01       0.19503130E+01       0.53789499E+00       0.67563043E+01       0.63902333E+00      -0.11236975E+01       0.30627950E+00       0.12044195E+02       0.33070240E+00       0.34005630E+00       0.60673894E-01      -0.96277047E+00       0.82165907E-01       0.48220540E+01       0.34633910E+01      -0.29811649E+02       0.61016746E+01      -0.30875772E+01       0.15176746E+01      -0.33249994E+00       0.17443981E+01       0.71082661E+00       0.13001018E+00      -0.21037018E-01       0.13001018E+00       0.50216885E+01       0.86218210E-27       0.00000000E+00       0.00000000E+00
       0.20000000E+00      -0.15340938E+03       0.15096046E+02      -0.96557667E+02       0.61134925E+01       0.21467550E+02       0.37661179E+01       0.16882272E+03       0.20004857E+01      -0.26885786E+01       0.22880654E+00       0.21678802E+03       0.16398449E+00      -0.17056325E+03       0.27885381E+01      -0.58709249E+02       0.11249193E+01       0.11680370E+02       0.12996693E+01       0.52379993E+02       0.28734814E+01       0.19296054E+01       0.51818992E+00       0.67272049E+01       0.62671331E+00      -0.10167560E+01       0.29393709E+00       0.12060246E+02       0.32762336E+00       0.33607664E+00       0.58551393E-01      -0.96784164E+00       0.80724299E-01       0.44937961E+01       0.33142440E+01      -0.29881509E+02       0.60630910E+01      -0.30416625E+01       0.14577961E+01      -0.28653070E+00       0.17085661E+01       0.71514101E+00       0.12772330E+00      -0.17169009E+00       0.12772330E+00       0.44212601E+01       0.31668764E-29       0.00000000E+00       0.00000000E+00
       0.30000000E+00      -0.14627046E+03       0.14829403E+02      -0.95731465E+02       0.60358353E+01       0.20378665E+02       0.37002396E+01       0.15760229E+03       0.19589895E+01      -0.26933795E+01       0.21787875E+00       0.19665961E+03       0.15491340E+00      -0.16940691E+03       0.27295984E+01      -0.58391634E+02       0.10695838E+01       0.11845543E+02       0.12132341E+01       0.52085896E+02       0.28447247E+01       0.18951057E+01       0.48694381E+00       0.66793961E+01       0.60705373E+00      -0.84357603E+00       0.27439227E+00       0.12083487E+02       0.32280544E+00       0.32914295E+00       0.55180013E-01      -0.97615765E+00       0.78418594E-01       0.39629011E+01       0.30794699E+01      -0.29987176E+02       0.60016242E+01      -0.29652483E+01       0.13631007E+01      -0.21144463E+00       0.16514643E+01       0.72300223E+00       0.12414066E+00      -0.36062521E+00       0.12414066E+00       0.36193088E+01       0.34914812E-27       0.00000000E+00       0.00000000E+00
       0.40000000E+00      -0.13660206E+03       0.14469309E+02      -0.94598693E+02       0.59319041E+01       0.18905914E+02       0.36123009E+01       0.14448359E+03       0.19029800E+01      -0.26984445E+01       0.20361023E+00       0.17370368E+03       0.14307327E+00      -0.16778548E+03       0.26550024E+01      -0.57942361E+02       0.99834137E+00       0.12059151E+02       0.11021858E+01       0.51667505E+02       0.28063371E+01       0.18468663E+01       0.44636238E+00       0.66139118E+01       0.58121724E+00      -0.61147545E+00       0.24906515E+00       0.12108916E+02       0.31665931E+00       0.31883389E+00       0.50789736E-01      -0.98749924E+00       0.75381911E-01       0.32527874E+01       0.27780175E+01      -0.30113339E+02       0.59208597E+01      -0.28585557E+01       0.12406191E+01      -0.10952914E+00       0.15766631E+01       0.73533809E+00       0.11954764E+00      -0.53795437E+00       0.11954764E+00       0.27957303E+01       0.10470485E-27       0.00000000E+00       0.00000000E+00
       0.50000000E+00      -0.12471157E+03       0.14026760E+02      -0.93181171E+02       0.58057694E+01       0.17096989E+02       0.35056683E+01       0.13080659E+03       0.18343144E+01      -0.27022531E+01       0.18689638E+00       0.15061924E+03       0.12921260E+00      -0.16569795E+03       0.25708353E+01      -0.57357658E+02       0.91636994E+00       0.12304804E+02       0.97502780E+00       0.51119197E+02       0.27596781E+01       0.17850229E+01       0.39918550E+00       0.65321953E+01       0.55063950E+00      -0.33018277E+00       0.21972334E+00       0.12130032E+02       0.30965200E+00       0.30461757E+00       0.45666932E-01      -0.10015308E+01       0.71778025E-01       0.23945249E+01       0.24331689E+01      -0.30240177E+02       0.58246300E+01      -0.27219997E+01       0.10990411E+01       0.16030453E-01       0.14885127E+01       0.75329805E+00       0.11424560E+00      -0.67844156E+00       0.11424560E+00       0.20676575E+01       0.57201705E-28       0.00000000E+00       0.00000000E+00
       0.60000000E+00      -0.11096862E+03       0.13513322E+02      -0.91504179E+02       0.56617738E+01       0.15007858E+02       0.33836019E+01       0.11743364E+03       0.17550909E+01      -0.27030343E+01       0.16871702E+00       0.12910208E+03       0.11415283E+00      -0.16314510E+03       0.24827521E+01      -0.56633788E+02       0.82904344E+00       0.12563126E+02       0.84085624E+00       0.50435124E+02       0.27059005E+01       0.17098505E+01       0.34839839E+00       0.64360887E+01       0.51685580E+00      -0.11354457E-01       0.18829787E+00       0.12139302E+02       0.30222458E+00       0.28590470E+00       0.40124831E-01      -0.10177766E+01       0.67783270E-01       0.14252348E+01       0.20698729E+01      -0.30344829E+02       0.57161587E+01      -0.25562842E+01       0.94776643E+00       0.16117666E+00       0.13916326E+01       0.77811846E+00       0.10848959E+00      -0.77975624E+00       0.10848959E+00       0.14802928E+01       0.30926527E-28       0.00000000E+00       0.00000000E+00
       0.70000000E+00      -0.95788068E+02       0.12940048E+02      -0.89594709E+02       0.55040717E+01       0.12699356E+02       0.32488258E+01       0.10480339E+03       0.16674904E+01      -0.26988889E+01       0.15004147E+00       0.10996156E+03       0.98710033E-01      -0.16013075E+03       0.23950253E+01      -0.55767755E+02       0.74129786E+00       0.12812878E+02       0.70836732E+00       0.49610089E+02       0.26457046E+01       0.16218254E+01       0.29693426E+00       0.63278147E+01       0.48134216E+00       0.33199878E+00       0.15669214E+00       0.12128690E+02       0.29471698E+00       0.26211045E+00       0.34473096E-01      -0.10355962E+01       0.63568667E-01       0.38618970E+00       0.17120359E+01      -0.30403096E+02       0.55973478E+01      -0.23625070E+01       0.79593303E+00       0.32102408E+00       0.12904207E+01       0.81096906E+00       0.10244720E+00      -0.85156777E+00       0.10244720E+00       0.10325338E+01       0.71254719E-29       0.00000000E+00       0.00000000E+00
       0.80000000E+00      -0.79611218E+02       0.12316839E+02      -0.87479680E+02       0.53362521E+01       0.10233609E+02       0.31032963E+01       0.93067417E+02       0.15736332E+01      -0.26879215E+01       0.13174299E+00       0.93414011E+02       0.83624017E-01      -0.15666309E+03       0.23099346E+01      -0.54758027E+02       0.65713456E+00       0.13032209E+02       0.58498852E+00       0.48640458E+02       0.25792030E+01       0.15216889E+01       0.24740658E+00       0.62099436E+01       0.44538463E+00       0.68614607E+00       0.12660787E+00       0.12090239E+02       0.28731376E+00       0.23272058E+00       0.28990375E-01      -0.10541643E+01       0.59284834E-01      -0.67927880E+00       0.13801381E+01      -0.30391245E+02       0.54683681E+01      -0.21422678E+01       0.65155456E+00       0.48992883E+00       0.11886553E+01       0.85279338E+00       0.96190602E-01      -0.90664187E+00       0.96190602E-01       0.70338442E+00       0.14968439E-29       0.00000000E+00       0.00000000E+00
       0.90000000E+00      -0.62886517E+02       0.11652315E+02      -0.85184257E+02       0.51610960E+01       0.76705874E+01       0.29482108E+01       0.82218243E+02       0.14754692E+01      -0.26683749E+01       0.11453260E+00       0.79344421E+02       0.69502987E-01      -0.15275587E+03       0.22276099E+01      -0.53605212E+02       0.57932978E+00       0.13199921E+02       0.47624474E+00       0.47525015E+02       0.25059255E+01       0.14105042E+01       0.20190288E+00       0.60853444E+01       0.40999352E+00       0.10372965E+01       0.99408246E-01       0.12016630E+02       0.28002025E+00       0.19735733E+00       0.23903064E-01      -0.10724564E+01       0.55051554E-01      -0.17279519E+01       0.10894745E+01      -0.30287795E+02       0.53276435E+01      -0.18977657E+01       0.52087095E+00       0.66158905E+00       0.10892442E+01       0.90415645E+00       0.89723604E-01      -0.95604612E+00       0.89723604E-01       0.46717330E+00       0.54554394E-29       0.00000000E+00       0.00000000E+00
